"creelID","Region","FishingMode","site_method","species","species_group"
"UM_upper_mud_20220212_creel_18",NA,NA,NA,"bluegill","Panfish"
"UM_upper_mud_20220212_creel_18",NA,NA,NA,"northern_pike","Gamefish"
"MD_mendota_county_park_20220221_creel_1",NA,NA,NA,"yellow_perch","Panfish"
"MD_mendota_county_park_20220221_creel_2",NA,NA,NA,"yellow_perch","Panfish"
"MD_mendota_county_park_20220221_creel_3",NA,NA,NA,"yellow_perch","Panfish"
"MD_mendota_county_park_20220221_creel_5",NA,NA,NA,"walleye","Gamefish"
"MD_mendota_county_park_20220221_creel_5",NA,NA,NA,"yellow_perch","Panfish"
"MD_mendota_county_park_20220221_creel_6",NA,NA,NA,"yellow_perch","Panfish"
"MD_mendota_county_park_20220221_creel_7",NA,NA,NA,"yellow_perch","Panfish"
"MD_mendota_county_park_20220221_creel_8",NA,NA,NA,"yellow_perch","Panfish"
"MD_mendota_county_park_20220221_creel_9",NA,NA,NA,"yellow_perch","Panfish"
"MD_mendota_county_park_20220221_creel_10",NA,NA,NA,"yellow_perch","Panfish"
"MD_warner_park_20220204_creel_1",NA,NA,NA,"walleye","Gamefish"
"MD_warner_park_20220204_creel_1",NA,NA,NA,"yellow_perch","Panfish"
"MD_warner_park_20220204_creel_3",NA,NA,NA,"walleye","Gamefish"
"MD_warner_park_20220204_creel_3",NA,NA,NA,"northern_pike","Gamefish"
"MD_warner_park_20220204_creel_4",NA,NA,NA,"yellow_perch","Panfish"
"MD_mendota_county_park_20220122_creel_1",NA,NA,NA,"yellow_perch","Panfish"
"MD_mendota_county_park_20220122_creel_2",NA,NA,NA,"yellow_perch","Panfish"
"MD_mendota_county_park_20220122_creel_3",NA,NA,NA,"yellow_perch","Panfish"
"MD_mendota_county_park_20220122_creel_6",NA,NA,NA,"yellow_perch","Panfish"
"MD_mendota_county_park_20220122_creel_7",NA,NA,NA,"yellow_perch","Panfish"
"MD_mendota_county_park_20220122_creel_10",NA,NA,NA,"yellow_perch","Panfish"
"MD_mendota_county_park_20220122_creel_11",NA,NA,NA,"walleye","Gamefish"
"MD_mendota_county_park_20220122_creel_11",NA,NA,NA,"northern_pike","Gamefish"
"MD_mendota_county_park_20220122_creel_14",NA,NA,NA,"yellow_perch","Panfish"
"MD_mendota_county_park_20220122_creel_15",NA,NA,NA,"northern_pike","Gamefish"
"MD_mendota_county_park_20220122_creel_16",NA,NA,NA,"walleye","Gamefish"
"MD_mendota_county_park_20220122_creel_16",NA,NA,NA,"northern_pike","Gamefish"
"MD_mendota_county_park_20220122_creel_16",NA,NA,NA,"yellow_perch","Panfish"
"MD_mendota_county_park_20220122_creel_17",NA,NA,NA,"yellow_perch","Panfish"
"MD_mendota_county_park_20220122_creel_17",NA,NA,NA,"white_bass","Panfish"
"MD_mendota_county_park_20220122_creel_17",NA,NA,NA,"cisco","Other / Non-game"
"MD_mendota_county_park_20220122_creel_18",NA,NA,NA,"yellow_perch","Panfish"
"MD_mendota_county_park_20220122_creel_20",NA,NA,NA,"walleye","Gamefish"
"MD_mendota_county_park_20220206_creel_1",NA,NA,NA,"northern_pike","Gamefish"
"MD_mendota_county_park_20220206_creel_2",NA,NA,NA,"bluegill","Panfish"
"MD_mendota_county_park_20220206_creel_2",NA,NA,NA,"yellow_perch","Panfish"
"MD_mendota_county_park_20220206_creel_4",NA,NA,NA,"yellow_perch","Panfish"
"MD_mendota_county_park_20220206_creel_6",NA,NA,NA,"yellow_perch","Panfish"
"MD_mendota_county_park_20220206_creel_7",NA,NA,NA,"yellow_perch","Panfish"
"MD_mendota_county_park_20220206_creel_8",NA,NA,NA,"yellow_perch","Panfish"
"MD_mendota_county_park_20220206_creel_11",NA,NA,NA,"walleye","Gamefish"
"MD_mendota_county_park_20220206_creel_11",NA,NA,NA,"yellow_perch","Panfish"
"MD_mendota_county_park_20220206_creel_12",NA,NA,NA,"yellow_perch","Panfish"
"MD_mendota_county_park_20220206_creel_13",NA,NA,NA,"yellow_perch","Panfish"
"MD_mendota_county_park_20220206_creel_14",NA,NA,NA,"yellow_perch","Panfish"
"MD_mendota_county_park_20220206_creel_15",NA,NA,NA,"yellow_perch","Panfish"
"MD_mendota_county_park_20220206_creel_15",NA,NA,NA,"white_bass","Panfish"
"MD_mendota_county_park_20220206_creel_16",NA,NA,NA,"walleye","Gamefish"
"MD_mendota_county_park_20220206_creel_16",NA,NA,NA,"yellow_perch","Panfish"
"MD_mendota_county_park_20220206_creel_17",NA,NA,NA,"yellow_perch","Panfish"
"MD_mendota_county_park_20220206_creel_18",NA,NA,NA,"walleye","Gamefish"
"MD_mendota_county_park_20220206_creel_18",NA,NA,NA,"yellow_perch","Panfish"
"MD_mendota_county_park_20220206_creel_19",NA,NA,NA,"walleye","Gamefish"
"MD_mendota_county_park_20220206_creel_20",NA,NA,NA,"yellow_perch","Panfish"
"MD_mendota_county_park_20220206_creel_21",NA,NA,NA,"walleye","Gamefish"
"MD_mendota_county_park_20220206_creel_21",NA,NA,NA,"yellow_perch","Panfish"
"MD_mendota_county_park_20220206_creel_22",NA,NA,NA,"yellow_perch","Panfish"
"MD_mendota_county_park_20220206_creel_23",NA,NA,NA,"yellow_perch","Panfish"
"MD_mendota_county_park_20220206_creel_24",NA,NA,NA,"yellow_perch","Panfish"
"MD_mendota_county_park_20220206_creel_25",NA,NA,NA,"yellow_perch","Panfish"
"MD_mendota_county_park_20220206_creel_26",NA,NA,NA,"yellow_perch","Panfish"
"MD_mendota_county_park_20220206_creel_27",NA,NA,NA,"walleye","Gamefish"
"MD_mendota_county_park_20220206_creel_27",NA,NA,NA,"northern_pike","Gamefish"
"MD_mendota_county_park_20220206_creel_27",NA,NA,NA,"yellow_perch","Panfish"
"MD_mendota_county_park_20220206_creel_28",NA,NA,NA,"yellow_perch","Panfish"
"MD_mendota_county_park_20220206_creel_29",NA,NA,NA,"yellow_perch","Panfish"
"MD_mendota_county_park_20220206_creel_30",NA,NA,NA,"yellow_perch","Panfish"
"MD_mendota_county_park_20220206_creel_31",NA,NA,NA,"walleye","Gamefish"
"MD_mendota_county_park_20220206_creel_31",NA,NA,NA,"bluegill","Panfish"
"MD_mendota_county_park_20220206_creel_32",NA,NA,NA,"walleye","Gamefish"
"MD_mendota_county_park_20220206_creel_32",NA,NA,NA,"yellow_perch","Panfish"
"UG_upper_gresham_20220219_creel_1",NA,NA,NA,"northern_pike","Gamefish"
"UG_upper_gresham_20220219_creel_1",NA,NA,NA,"bluegill","Panfish"
"UG_upper_gresham_20220219_creel_1",NA,NA,NA,"yellow_perch","Panfish"
"UG_upper_gresham_20220219_creel_1",NA,NA,NA,"black_crappie","Panfish"
"UG_upper_gresham_20220219_creel_2",NA,NA,NA,"northern_pike","Gamefish"
"UG_upper_gresham_20220219_creel_2",NA,NA,NA,"largemouth_bass","Gamefish"
"UG_upper_gresham_20220219_creel_2",NA,NA,NA,"bluegill","Panfish"
"UG_upper_gresham_20220219_creel_2",NA,NA,NA,"black_crappie","Panfish"
"BV_big_arbor_vitae_20220220_creel_1",NA,NA,NA,"walleye","Gamefish"
"BV_big_arbor_vitae_20220220_creel_1",NA,NA,NA,"northern_pike","Gamefish"
"BV_big_arbor_vitae_20220220_creel_1",NA,NA,NA,"bluegill","Panfish"
"BV_big_arbor_vitae_20220220_creel_1",NA,NA,NA,"black_crappie","Panfish"
"BV_big_arbor_vitae_20220220_creel_2",NA,NA,NA,"black_crappie","Panfish"
"BV_big_arbor_vitae_20220220_creel_3",NA,NA,NA,"northern_pike","Gamefish"
"BV_big_arbor_vitae_20220220_creel_3",NA,NA,NA,"bluegill","Panfish"
"BV_big_arbor_vitae_20220220_creel_3",NA,NA,NA,"yellow_perch","Panfish"
"BV_big_arbor_vitae_20220220_creel_3",NA,NA,NA,"black_crappie","Panfish"
"BV_big_arbor_vitae_20220220_creel_4",NA,NA,NA,"yellow_perch","Panfish"
"BV_big_arbor_vitae_20220220_creel_5",NA,NA,NA,"walleye","Gamefish"
"BV_big_arbor_vitae_20220220_creel_5",NA,NA,NA,"muskellunge","Gamefish"
"BV_big_arbor_vitae_20220220_creel_5",NA,NA,NA,"bluegill","Panfish"
"BV_big_arbor_vitae_20220220_creel_5",NA,NA,NA,"yellow_perch","Panfish"
"BV_big_arbor_vitae_20220220_creel_5",NA,NA,NA,"black_crappie","Panfish"
"BV_big_arbor_vitae_20220220_creel_6",NA,NA,NA,"muskellunge","Gamefish"
"BV_big_arbor_vitae_20220220_creel_7",NA,NA,NA,"northern_pike","Gamefish"
"BV_big_arbor_vitae_20220220_creel_7",NA,NA,NA,"bluegill","Panfish"
"BV_big_arbor_vitae_20220220_creel_7",NA,NA,NA,"yellow_perch","Panfish"
"BV_big_arbor_vitae_20220220_creel_8",NA,NA,NA,"walleye","Gamefish"
"BV_big_arbor_vitae_20220220_creel_9",NA,NA,NA,"walleye","Gamefish"
"BV_big_arbor_vitae_20220220_creel_10",NA,NA,NA,"walleye","Gamefish"
"BV_big_arbor_vitae_20220220_creel_10",NA,NA,NA,"northern_pike","Gamefish"
"BV_big_arbor_vitae_20220220_creel_10",NA,NA,NA,"bluegill","Panfish"
"BV_big_arbor_vitae_20220220_creel_10",NA,NA,NA,"yellow_perch","Panfish"
"BV_big_arbor_vitae_20220220_creel_11",NA,NA,NA,"bluegill","Panfish"
"BV_big_arbor_vitae_20220220_creel_11",NA,NA,NA,"yellow_perch","Panfish"
"BV_big_arbor_vitae_20220220_creel_11",NA,NA,NA,"black_crappie","Panfish"
"BV_big_arbor_vitae_20220220_creel_12",NA,NA,NA,"walleye","Gamefish"
"BV_big_arbor_vitae_20220220_creel_13",NA,NA,NA,"walleye","Gamefish"
"LG_little_st_germain_20220221_creel_1",NA,NA,NA,"northern_pike","Gamefish"
"LG_little_st_germain_20220221_creel_1",NA,NA,NA,"largemouth_bass","Gamefish"
"LG_little_st_germain_20220221_creel_1",NA,NA,NA,"bluegill","Panfish"
"EA_eagle_20220225_creel_1",NA,NA,NA,"yellow_perch","Panfish"
"EA_eagle_20220225_creel_1",NA,NA,NA,"black_crappie","Panfish"
"EA_eagle_20220225_creel_4",NA,NA,NA,"bluegill","Panfish"
"EA_eagle_20220225_creel_4",NA,NA,NA,"black_crappie","Panfish"
"ST_south_twin_20220227_creel_1",NA,NA,NA,"yellow_perch","Panfish"
"BV_big_arbor_vitae_20220301_creel_3",NA,NA,NA,"bluegill","Panfish"
"BV_big_arbor_vitae_20220301_creel_3",NA,NA,NA,"yellow_perch","Panfish"
"BV_big_arbor_vitae_20220301_creel_3",NA,NA,NA,"black_crappie","Panfish"
"BV_big_arbor_vitae_20220301_creel_4",NA,NA,NA,"black_crappie","Panfish"
"MD_mendota_county_park_20220228_creel_1",NA,NA,NA,"yellow_perch","Panfish"
"MD_mendota_county_park_20220228_creel_2",NA,NA,NA,"yellow_perch","Panfish"
"MD_mendota_county_park_20220228_creel_3",NA,NA,NA,"yellow_perch","Panfish"
"MD_mendota_county_park_20220228_creel_6",NA,NA,NA,"yellow_perch","Panfish"
"MD_mendota_county_park_20220228_creel_7",NA,NA,NA,"yellow_perch","Panfish"
"MD_mendota_county_park_20220228_creel_8",NA,NA,NA,"yellow_perch","Panfish"
"MD_mendota_county_park_20220228_creel_9",NA,NA,NA,"yellow_perch","Panfish"
"MD_mendota_county_park_20220228_creel_10",NA,NA,NA,"yellow_perch","Panfish"
"MD_mendota_county_park_20220228_creel_11",NA,NA,NA,"yellow_perch","Panfish"
"MD_mendota_county_park_20220228_creel_13",NA,NA,NA,"yellow_perch","Panfish"
"MD_mendota_county_park_20220228_creel_14",NA,NA,NA,"yellow_perch","Panfish"
"SW_sweet_and_rice_20220227_creel_2",NA,NA,NA,"bluegill","Panfish"
"SW_sweet_and_rice_20220227_creel_3",NA,NA,NA,"bluegill","Panfish"
"SW_sweet_and_rice_20220227_creel_3",NA,NA,NA,"yellow_perch","Panfish"
"SW_sweet_and_rice_20220227_creel_3",NA,NA,NA,"black_crappie","Panfish"
"SW_sweet_and_rice_20220227_creel_4",NA,NA,NA,"bluegill","Panfish"
"SW_sweet_and_rice_20220227_creel_4",NA,NA,NA,"black_crappie","Panfish"
"SW_sweet_and_rice_20220227_creel_7",NA,NA,NA,"bluegill","Panfish"
"SW_sweet_and_rice_20220227_creel_7",NA,NA,NA,"black_crappie","Panfish"
"SW_sweet_and_rice_20220227_creel_12",NA,NA,NA,"bluegill","Panfish"
"SW_sweet_and_rice_20220227_creel_12",NA,NA,NA,"black_crappie","Panfish"
"SW_sweet_and_rice_20220227_creel_13",NA,NA,NA,"bluegill","Panfish"
"SW_sweet_and_rice_20220227_creel_15",NA,NA,NA,"black_crappie","Panfish"
"SW_sweet_and_rice_20220227_creel_14",NA,NA,NA,"bluegill","Panfish"
"SW_sweet_and_rice_20220227_creel_14",NA,NA,NA,"black_crappie","Panfish"
"SW_sweet_and_rice_20220227_creel_14",NA,NA,NA,"white_crappie","Panfish"
"LV_little_arbor_vitae_20220306_creel_1",NA,NA,NA,"muskellunge","Gamefish"
"LG_little_st_germain_20220309_creel_1",NA,NA,NA,"black_crappie","Panfish"
"ML_olin_park_20220306_creel_1",NA,NA,NA,"yellow_perch","Panfish"
"MD_warner_park_20220318_creel_1",NA,NA,NA,"yellow_perch","Panfish"
"MD_warner_park_20220318_creel_1",NA,NA,NA,"channel_catfish","Gamefish"
"SW_sweet_and_rice_20220314_creel_1",NA,NA,NA,"largemouth_bass","Gamefish"
"SW_sweet_and_rice_20220314_creel_1",NA,NA,NA,"bluegill","Panfish"
"SW_sweet_and_rice_20220314_creel_1",NA,NA,NA,"black_crappie","Panfish"
"SW_sweet_and_rice_20220314_creel_2",NA,NA,NA,"bluegill","Panfish"
"SW_sweet_and_rice_20220314_creel_2",NA,NA,NA,"black_crappie","Panfish"
"BV_big_arbor_vitae_20220317_creel_3",NA,NA,NA,"yellow_perch","Panfish"
"BV_big_arbor_vitae_20220317_creel_3",NA,NA,NA,"black_crappie","Panfish"
"BV_big_arbor_vitae_20220317_creel_4",NA,NA,NA,"black_crappie","Panfish"
"TR_south_trout_20220326_creel_1",NA,NA,NA,"walleye","Gamefish"
"TR_south_trout_20220326_creel_1",NA,NA,NA,"lake_whitefish","Other / Non-game"
"TR_south_trout_20220326_creel_1",NA,NA,NA,"lake_trout","Gamefish"
"TR_south_trout_20220326_creel_2",NA,NA,NA,"lake_whitefish","Other / Non-game"
"UM_upper_mud_20220311_creel_1",NA,NA,NA,"bluegill","Panfish"
"UM_upper_mud_20220311_creel_1",NA,NA,NA,"black_crappie","Panfish"
"UM_upper_mud_20220311_creel_2",NA,NA,NA,"bluegill","Panfish"
"UM_upper_mud_20220311_creel_3",NA,NA,NA,"bluegill","Panfish"
"UM_upper_mud_20220311_creel_4",NA,NA,NA,"bluegill","Panfish"
"ML_brittingham_boats_20220307_creel_1",NA,NA,NA,"bluegill","Panfish"
"ML_brittingham_boats_20220307_creel_2",NA,NA,NA,"bluegill","Panfish"
"ML_brittingham_boats_20220307_creel_2",NA,NA,NA,"black_crappie","Panfish"
"ML_brittingham_boats_20220307_creel_3",NA,NA,NA,"bluegill","Panfish"
"WI_wingra_boats_20220304_creel_1",NA,NA,NA,"northern_pike","Gamefish"
"WI_wingra_boats_20220304_creel_1",NA,NA,NA,"largemouth_bass","Gamefish"
"WI_wingra_boats_20220304_creel_1",NA,NA,NA,"smallmouth_bass","Gamefish"
"WI_wingra_boats_20220304_creel_1",NA,NA,NA,"bluegill","Panfish"
"WI_wingra_boats_20220304_creel_1",NA,NA,NA,"yellow_perch","Panfish"
"WI_wingra_boats_20220304_creel_2",NA,NA,NA,"bluegill","Panfish"
"WI_wingra_boats_20220304_creel_2",NA,NA,NA,"yellow_perch","Panfish"
"WI_wingra_boats_20220304_creel_3",NA,NA,NA,"bluegill","Panfish"
"WI_wingra_boats_20220304_creel_3",NA,NA,NA,"black_crappie","Panfish"
"WI_wingra_boats_20220304_creel_4",NA,NA,NA,"bluegill","Panfish"
"WI_wingra_boats_20220304_creel_4",NA,NA,NA,"pumpkinseed","Panfish"
"WI_wingra_boats_20220226_creel_1",NA,NA,NA,"bluegill","Panfish"
"WI_wingra_boats_20220226_creel_2",NA,NA,NA,"bluegill","Panfish"
"WI_wingra_boats_20220226_creel_2",NA,NA,NA,"yellow_perch","Panfish"
"WI_wingra_boats_20220226_creel_5",NA,NA,NA,"smallmouth_bass","Gamefish"
"WI_wingra_boats_20220226_creel_5",NA,NA,NA,"bluegill","Panfish"
"WI_wingra_boats_20220226_creel_5",NA,NA,NA,"black_crappie","Panfish"
"TR_north_trout_20220316_creel_1",NA,NA,NA,"lake_whitefish","Other / Non-game"
"TR_north_trout_20220316_creel_1",NA,NA,NA,"lake_trout","Gamefish"
"TR_north_trout_20220316_creel_2",NA,NA,NA,"lake_whitefish","Other / Non-game"
"BV_big_arbor_vitae_20220325_creel_1",NA,NA,NA,"bluegill","Panfish"
"BV_big_arbor_vitae_20220325_creel_1",NA,NA,NA,"yellow_perch","Panfish"
"BV_big_arbor_vitae_20220325_creel_2",NA,NA,NA,"black_crappie","Panfish"
"BV_big_arbor_vitae_20220325_creel_3",NA,NA,NA,"bluegill","Panfish"
"BV_big_arbor_vitae_20220325_creel_3",NA,NA,NA,"black_crappie","Panfish"
"BV_big_arbor_vitae_20220325_creel_4",NA,NA,NA,"bluegill","Panfish"
"BV_big_arbor_vitae_20220325_creel_4",NA,NA,NA,"black_crappie","Panfish"
"BV_big_arbor_vitae_20220325_creel_5",NA,NA,NA,"bluegill","Panfish"
"BV_big_arbor_vitae_20220325_creel_5",NA,NA,NA,"black_crappie","Panfish"
"BV_big_arbor_vitae_20220325_creel_5",NA,NA,NA,"pumpkinseed","Panfish"
"BV_big_arbor_vitae_20220325_creel_6",NA,NA,NA,"black_crappie","Panfish"
"BV_big_arbor_vitae_20220325_creel_7",NA,NA,NA,"muskellunge","Gamefish"
"BV_big_arbor_vitae_20220325_creel_8",NA,NA,NA,"largemouth_bass","Gamefish"
"BV_big_arbor_vitae_20220325_creel_8",NA,NA,NA,"bluegill","Panfish"
"BV_big_arbor_vitae_20220325_creel_8",NA,NA,NA,"black_crappie","Panfish"
"BV_big_arbor_vitae_20220325_creel_8",NA,NA,NA,"rock_bass","Panfish"
"WA_lake_farm_county_park_20220522_creel_13","Inland","Boat","Inland Boat","largemouth_bass","Gamefish"
"WA_lake_farm_county_park_20220522_creel_13","Inland","Boat","Inland Boat","bluegill","Panfish"
"WA_lake_farm_county_park_20220522_creel_13","Inland","Boat","Inland Boat","yellow_perch","Panfish"
"WA_lake_farm_county_park_20220522_creel_13","Inland","Boat","Inland Boat","black_crappie","Panfish"
"WA_lake_farm_county_park_20220522_creel_12","Inland","Boat","Inland Boat","green_sunfish","Panfish"
"WA_lake_farm_county_park_20220522_creel_20","Inland","Boat","Inland Boat","northern_pike","Gamefish"
"WA_lake_farm_county_park_20220522_creel_20","Inland","Boat","Inland Boat","largemouth_bass","Gamefish"
"WA_lake_farm_county_park_20220522_creel_10","Inland","Boat","Inland Boat","northern_pike","Gamefish"
"WA_lake_farm_county_park_20220522_creel_10","Inland","Boat","Inland Boat","largemouth_bass","Gamefish"
"WA_lake_farm_county_park_20220522_creel_15","Inland","Boat","Inland Boat","northern_pike","Gamefish"
"WA_lake_farm_county_park_20220522_creel_15","Inland","Boat","Inland Boat","largemouth_bass","Gamefish"
"WA_lake_farm_county_park_20220522_creel_18","Inland","Boat","Inland Boat","yellow_perch","Panfish"
"WA_lake_farm_county_park_20220522_creel_18","Inland","Boat","Inland Boat","black_crappie","Panfish"
"WA_lake_farm_county_park_20220522_creel_19","Inland","Boat","Inland Boat","northern_pike","Gamefish"
"WA_lake_farm_county_park_20220522_creel_19","Inland","Boat","Inland Boat","bluegill","Panfish"
"WA_lake_farm_county_park_20220522_creel_4","Inland","Boat","Inland Boat","northern_pike","Gamefish"
"WA_lake_farm_county_park_20220522_creel_17","Inland","Boat","Inland Boat","northern_pike","Gamefish"
"WA_lake_farm_county_park_20220522_creel_3","Inland","Shore","Inland Shore","largemouth_bass","Gamefish"
"WA_lake_farm_county_park_20220522_creel_6","Inland","Boat","Inland Boat","bluegill","Panfish"
"WA_lake_farm_county_park_20220522_creel_6","Inland","Boat","Inland Boat","black_crappie","Panfish"
"WA_lake_farm_county_park_20220522_creel_1","Inland","Boat","Inland Boat","bluegill","Panfish"
"WA_lake_farm_county_park_20220522_creel_9","Inland","Boat","Inland Boat","northern_pike","Gamefish"
"WA_lake_farm_county_park_20220522_creel_9","Inland","Boat","Inland Boat","largemouth_bass","Gamefish"
"WI_vilas_park_20220529_creel_14","Inland","Boat","Inland Boat","largemouth_bass","Gamefish"
"WI_vilas_park_20220529_creel_14","Inland","Boat","Inland Boat","bluegill","Panfish"
"WI_vilas_park_20220529_creel_14","Inland","Boat","Inland Boat","yellow_perch","Panfish"
"WI_vilas_park_20220529_creel_14","Inland","Boat","Inland Boat","black_crappie","Panfish"
"WI_vilas_park_20220529_creel_20","Inland","Boat","Inland Boat","largemouth_bass","Gamefish"
"WI_vilas_park_20220529_creel_3","Inland","Shore","Inland Shore","bluegill","Panfish"
"WI_vilas_park_20220529_creel_3","Inland","Shore","Inland Shore","yellow_perch","Panfish"
"WI_vilas_park_20220529_creel_3","Inland","Shore","Inland Shore","flathead_catfish","Gamefish"
"WI_vilas_park_20220529_creel_9","Inland","Shore","Inland Shore","bluegill","Panfish"
"WI_vilas_park_20220529_creel_9","Inland","Shore","Inland Shore","green_sunfish","Panfish"
"WI_vilas_park_20220529_creel_15","Inland","Shore","Inland Shore","smallmouth_bass","Gamefish"
"WI_vilas_park_20220529_creel_15","Inland","Shore","Inland Shore","bluegill","Panfish"
"WI_vilas_park_20220529_creel_15","Inland","Shore","Inland Shore","pumpkinseed","Panfish"
"WI_vilas_park_20220529_creel_8","Inland","Shore","Inland Shore","walleye","Gamefish"
"WI_vilas_park_20220529_creel_8","Inland","Shore","Inland Shore","muskellunge","Gamefish"
"WI_vilas_park_20220529_creel_8","Inland","Shore","Inland Shore","northern_pike","Gamefish"
"WI_vilas_park_20220529_creel_8","Inland","Shore","Inland Shore","largemouth_bass","Gamefish"
"WI_vilas_park_20220529_creel_8","Inland","Shore","Inland Shore","smallmouth_bass","Gamefish"
"WI_vilas_park_20220529_creel_8","Inland","Shore","Inland Shore","bluegill","Panfish"
"WI_vilas_park_20220529_creel_8","Inland","Shore","Inland Shore","yellow_perch","Panfish"
"WI_vilas_park_20220529_creel_8","Inland","Shore","Inland Shore","black_crappie","Panfish"
"WI_vilas_park_20220529_creel_4","Inland","Shore","Inland Shore","green_sunfish","Panfish"
"WI_vilas_park_20220529_creel_17","Inland","Shore","Inland Shore","bluegill","Panfish"
"WI_vilas_park_20220529_creel_1","Inland","Shore","Inland Shore","bluegill","Panfish"
"WI_vilas_park_20220529_creel_5","Inland","Shore","Inland Shore","bluegill","Panfish"
"WI_vilas_park_20220529_creel_22","Inland","Shore","Inland Shore","black_crappie","Panfish"
"WI_vilas_park_20220529_creel_7","Inland","Shore","Inland Shore","bluegill","Panfish"
"WI_vilas_park_20220530_creel_8","Inland","Shore","Inland Shore","bluegill","Panfish"
"WI_vilas_park_20220530_creel_1","Inland","Shore","Inland Shore","bluegill","Panfish"
"WI_vilas_park_20220530_creel_1","Inland","Shore","Inland Shore","yellow_perch","Panfish"
"WI_vilas_park_20220530_creel_4","Inland","Shore","Inland Shore","smallmouth_bass","Gamefish"
"WI_vilas_park_20220530_creel_7","Inland","Shore","Inland Shore","largemouth_bass","Gamefish"
"WI_vilas_park_20220530_creel_12","Inland","Shore","Inland Shore","largemouth_bass","Gamefish"
"MD_marshall_park_20220602_creel_8","Inland","Boat","Inland Boat","northern_pike","Gamefish"
"MD_marshall_park_20220602_creel_8","Inland","Boat","Inland Boat","largemouth_bass","Gamefish"
"MD_marshall_park_20220602_creel_8","Inland","Boat","Inland Boat","smallmouth_bass","Gamefish"
"MD_marshall_park_20220602_creel_4","Inland","Boat","Inland Boat","walleye","Gamefish"
"MD_marshall_park_20220602_creel_4","Inland","Boat","Inland Boat","smallmouth_bass","Gamefish"
"BM_big_muskellunge_20220602_creel_3","Rural","Boat","Rural Boat","smallmouth_bass","Gamefish"
"BM_big_muskellunge_20220602_creel_7","Rural","Boat","Rural Boat","smallmouth_bass","Gamefish"
"MD_marshall_park_20220602_creel_37","Inland","Boat","Inland Boat","walleye","Gamefish"
"MD_marshall_park_20220602_creel_37","Inland","Boat","Inland Boat","northern_pike","Gamefish"
"MD_marshall_park_20220602_creel_37","Inland","Boat","Inland Boat","largemouth_bass","Gamefish"
"MD_marshall_park_20220602_creel_37","Inland","Boat","Inland Boat","smallmouth_bass","Gamefish"
"MD_marshall_park_20220602_creel_37","Inland","Boat","Inland Boat","yellow_perch","Panfish"
"MD_marshall_park_20220602_creel_19","Inland","Boat","Inland Boat","walleye","Gamefish"
"MD_marshall_park_20220602_creel_19","Inland","Boat","Inland Boat","northern_pike","Gamefish"
"MD_marshall_park_20220602_creel_2","Inland","Boat","Inland Boat","walleye","Gamefish"
"MD_marshall_park_20220602_creel_2","Inland","Boat","Inland Boat","northern_pike","Gamefish"
"MD_marshall_park_20220602_creel_2","Inland","Boat","Inland Boat","smallmouth_bass","Gamefish"
"MD_marshall_park_20220602_creel_2","Inland","Boat","Inland Boat","rock_bass","Panfish"
"MD_marshall_park_20220602_creel_36","Inland","Shore","Inland Shore","largemouth_bass","Gamefish"
"MD_marshall_park_20220602_creel_36","Inland","Shore","Inland Shore","smallmouth_bass","Gamefish"
"MD_marshall_park_20220602_creel_29","Inland","Boat","Inland Boat","smallmouth_bass","Gamefish"
"BM_big_muskellunge_20220602_creel_1","Rural","Boat","Rural Boat","smallmouth_bass","Gamefish"
"MD_marshall_park_20220602_creel_18","Inland","Boat","Inland Boat","northern_pike","Gamefish"
"MD_marshall_park_20220602_creel_18","Inland","Boat","Inland Boat","largemouth_bass","Gamefish"
"MD_marshall_park_20220602_creel_18","Inland","Boat","Inland Boat","smallmouth_bass","Gamefish"
"MD_marshall_park_20220602_creel_26","Inland","Shore","Inland Shore","walleye","Gamefish"
"BM_big_muskellunge_20220602_creel_2","Rural","Boat","Rural Boat","smallmouth_bass","Gamefish"
"MD_marshall_park_20220602_creel_7","Inland","Boat","Inland Boat","yellow_perch","Panfish"
"UG_upper_gresham_20220604_creel_15","Rural","Boat","Rural Boat","walleye","Gamefish"
"UG_upper_gresham_20220604_creel_15","Rural","Boat","Rural Boat","northern_pike","Gamefish"
"UG_upper_gresham_20220604_creel_15","Rural","Boat","Rural Boat","bluegill","Panfish"
"UG_upper_gresham_20220604_creel_15","Rural","Boat","Rural Boat","yellow_perch","Panfish"
"UG_upper_gresham_20220604_creel_3","Rural","Shore",NA,"muskellunge","Gamefish"
"UG_upper_gresham_20220604_creel_3","Rural","Shore",NA,"largemouth_bass","Gamefish"
"UG_upper_gresham_20220604_creel_3","Rural","Shore",NA,"bluegill","Panfish"
"UG_upper_gresham_20220604_creel_3","Rural","Shore",NA,"yellow_perch","Panfish"
"UG_upper_gresham_20220604_creel_14","Rural","Boat","Rural Boat","bluegill","Panfish"
"UG_upper_gresham_20220604_creel_14","Rural","Boat","Rural Boat","yellow_perch","Panfish"
"UG_upper_gresham_20220604_creel_14","Rural","Boat","Rural Boat","black_crappie","Panfish"
"UG_upper_gresham_20220604_creel_9","Rural","Boat","Rural Boat","walleye","Gamefish"
"UG_upper_gresham_20220604_creel_9","Rural","Boat","Rural Boat","muskellunge","Gamefish"
"UG_upper_gresham_20220604_creel_9","Rural","Boat","Rural Boat","largemouth_bass","Gamefish"
"UG_upper_gresham_20220604_creel_9","Rural","Boat","Rural Boat","bluegill","Panfish"
